title,author,published_year,subject,language,cover
Rock & Roll Hall of Fame 24th annual induction ceremony,Rock and Roll Hall of Fame Foundation,2009,"Run-D.M.C. (Musical group), Rock and Roll Hall of Fame Foundation, Rock musicians, Rock and Roll Hall of Fame and Museum, Music museums, Little Anthony and the Imperials, Metallica (Musical group), History and criticism, Awards, Rock music, Biography",eng,https://covers.openlibrary.org/b/id/8339125-L.jpg
Center of the universe,Fred Chappell,2007,Awards,eng,https://covers.openlibrary.org/b/id/7234661-L.jpg
Man's sexual life,William J. Fielding,1925,"Sexual behavior, Men",eng,https://covers.openlibrary.org/b/id/6984843-L.jpg
Umberto Eco,"Umberto Eco, Antonio Sorella",2002,"Eco, Umberto -- Criticism and interpretation -- Congresses., Eco, Umberto -- Awards., Eco, Umberto -- Interviews., Authors, Italian -- 20th century -- Interviews.",ita,https://covers.openlibrary.org/b/id/4252139-L.jpg
Rainald Goetz trifft Wilhelm Raabe,Hubert Winkels,2001,"Goetz, Rainald -- Awards., Raabe, Wilhelm Karl, 1831-1910 -- Appreciation., Wilhelm Raabe-Literaturpreis., Literary prizes -- Germany.",ger,https://covers.openlibrary.org/b/id/2253501-L.jpg
Passive solar architecture in Europe 2,Ralph M. Lebens,1983,Architecture and solar radiation -- Europe -- Awards,eng,https://covers.openlibrary.org/b/id/4203764-L.jpg
David Goldblatt: Photographs,Michael Godby,"March 1, 2007","Individual photographers, Individual Photographers And Their Work, Special Subjects In Art, Photography, Photo Techniques, Individual Photographer, Photography / Individual Photographer, General, History - General",eng,https://covers.openlibrary.org/b/id/2238425-L.jpg
Wohnbauen in Deutschland,Wüstenrot Stiftung Deutscher Eigenheimverein,2002,"Gestaltungspreis der Wüstenrot Stiftung -- Documentation, Architecture -- Competitions -- Documentation -- Germany, Architecture, Domestic -- Germany, Architecture -- Germany -- 20th century",ger,https://covers.openlibrary.org/b/id/2238945-L.jpg
Twelve schools that succeed,Mary Ann Horenstein,1993,"School improvement programs -- United States -- Case studies., High schools -- United States -- Case studies., Educational innovations -- United States -- Case studies., School management and organization -- United States -- Case studies.",eng,https://covers.openlibrary.org/b/id/9583950-L.jpg
European Union Prize for Contemporary Architecture 2005,"Diane Gray, Mies van der Rohe Foundation","March 1, 2006","International Architecture - European, Public, Commercial, or Industrial Buildings, Architecture / Reference, Reference, Architecture","eng, spa",https://covers.openlibrary.org/b/id/2273166-L.jpg
De Gouden Piramide 2004,"Ton Idsinga, Marieke van Rooy",2005,"Architecture -- Netherlands -- 20th century, Architecture -- Netherlands -- 21st century, Public works -- Netherlands, Gouden Piramide (Award)",dut,https://covers.openlibrary.org/b/id/5333239-L.jpg
The economy of prestige,James F. English,2005,"Awards -- Economic aspects., Literary prizes -- Economic aspects., Art -- Awards -- Economic aspects., Culture -- Economic aspects., Intellectual life -- Economic aspects., Popular culture -- Economic aspects., Cultural industries -- Economic aspects., Value., Prestige.",eng,https://covers.openlibrary.org/b/id/412496-L.jpg
Training in population,United Nations. Department of Technical Cooperation for Development,1989,"Demography -- Scholarships, fellowships, etc. -- Evaluation., Population -- Study and teaching., Demographers.",eng,https://covers.openlibrary.org/b/id/4046196-L.jpg
Prix Ars Electronica 96,Hannes Leopoldseder,December 1996,"Computer graphics software, Industrial / Commercial Art & Design, Internet, Multimedia, Operating systems & graphical user interfaces (GUIs), Electronic And Computer Art, Art, Computers - General Information, Computer Books: General, Interactive & Multimedia, Reference - General, General",eng,https://covers.openlibrary.org/b/id/3175639-L.jpg
Traces d'architectes,Jean-Pierre Martinon,2003,"Prix de Rome -- Awards -- France., Architecture -- Study and teaching -- France., Architectural practice -- France -- History -- 19th century., Architectural practice -- France -- History -- 20th century.",fre,https://covers.openlibrary.org/b/id/2162511-L.jpg
"Entretiens avec les lauréats des Prix du Québec, 1993.","François Baby, Québec (Province). Ministère de la culture et des communications. Direction des communications",1994,"Celebrities -- Québec (Province) -- Interviews., Awards -- Québec (Province)",fre,https://covers.openlibrary.org/b/id/13083620-L.jpg
Award winning Australian architecture,Neville Quarry,1997,"Architecture -- Awards -- Australia, Architecture -- Australia -- 20th century",eng,https://covers.openlibrary.org/b/id/2286876-L.jpg
Fernseh-Auszeichnungen in Deutschland,Heinz Dietrich Fischer,1998,Television broadcasting -- Awards -- Germany.,ger,https://covers.openlibrary.org/b/id/2257799-L.jpg
Young Belgian art prize,"Edwin Carels, Gerard de Viet",2015,"Belgian Art, Exhibitions, Awards, Kunst, Kunstpreis","eng, dut, fre",https://covers.openlibrary.org/b/id/10825449-L.jpg
National Sculpture Prize & exhibition 2005,National Gallery of Australia,2005,"National Sculpture Prize (Australia), Exhibitions, Australian Sculpture, Awards",eng,https://covers.openlibrary.org/b/id/11684331-L.jpg
BP Portrait Award 2005,Philip Hensher,"September 30, 2005","Exhibition catalogues and specific collections, History of art & design styles: from c 1900 -, Painting & paintings, Portraits in art, Art, Art & Art Instruction, British Isles, History - Contemporary (1945- ), Awards, BP Portrait Award, Great Britain, Portrait painting, Portrait painting, British",eng,https://covers.openlibrary.org/b/id/905675-L.jpg
Youth in Asia,"Allen, Terry",1992,"Allen, Terry, 1943-  -- Exhibitions, Vietnamese Conflict, 1961-1975 -- Art and the conflict -- Exhibitions, Assemblage (Art) -- United States -- Exhibitions",eng,https://covers.openlibrary.org/b/id/7338925-L.jpg
Architecture 02,Tony Chapman,"January 31, 2003","Architecture, British Isles, Europe, United Kingdom, Great Britain",eng,https://covers.openlibrary.org/b/id/2552815-L.jpg
"Newbery and Caldecott medal books, 1966-1975",Lee Kingman,1975,"Children's literature, American -- Awards, Children's literature, American -- Illustrations -- Awards, Illustrated children's books -- United States -- Bibliography, Children -- Books and reading -- United States, Caldecott Medal -- Bibliography, Newbery Medal -- Bibliography, Literary prizes -- United States, Best books -- United States",eng,https://covers.openlibrary.org/b/id/9485685-L.jpg
The pursuit of excellence,Richard Shears,1985,"Awards -- Australia., Australia -- Biography.",eng,https://covers.openlibrary.org/b/id/8444325-L.jpg
Der Handke-Skandal,Peter H. Jamin,2006,"Handke, Peter -- Awards., Heine, Heinrich, -- 1797-1856 -- Influence., Heinrich-Heine-Preis -- History., Literary prizes -- Germany -- Düsseldorf.",ger,https://covers.openlibrary.org/b/id/5471823-L.jpg
Presentation pieces and trophies from the Henry Birks collection of Canadian silver,Ross Allan C. Fox,1985,"Henry Birks & Sons Limited -- Art collections, Silverwork -- Canada -- History -- 19th century, Silverwork -- Canada -- History -- 20th century, Silverwork -- Private collections -- Canada, Awards -- Canada",eng,https://covers.openlibrary.org/b/id/8562865-L.jpg
"Children's Book Awards International, 1990 Through 2000",Laura Smith undifferentiated,"February 24, 2003","Bibliographies, catalogues, discographies, Children's literature studies: general, c 1990 to c 2000, Literature - Classics / Criticism, Directories, Literary Criticism, Young adult literature, Children's Literature - General, Children's literature, Awards, Illustrations",eng,https://covers.openlibrary.org/b/id/4735685-L.jpg
Intervention Architecture,Aga Khan Foundation.,"November 27, 2007","Architectural structure & design, Public Buildings Architecture, Architecture, Criticism, Architecture / Criticism, Public, Commercial, or Industrial Buildings",eng,https://covers.openlibrary.org/b/id/2995228-L.jpg
"""Les Prix de Rome""",Ecole nationale supérieure des beaux-arts (France),1984,"Académique royale d'architecture (France) -- Awards., Architectural drawing -- 18th century -- Awards -- France., Prix de Rome.",fre,https://covers.openlibrary.org/b/id/2157743-L.jpg
Print's Best Letterheads & Business Cards 6 (Print's Best Letterheads & Business Cards),Caitlin Dover,May 2000,"Graphic design, Trademark And Letterhead Design, Art & Art Instruction, Art, Commercial - Advertising, Graphic Arts - General",eng,https://covers.openlibrary.org/b/id/2083967-L.jpg
Variety presents the complete book of major U.S. show business awards,Mike Kaplan,1985,Performing arts -- Awards -- United States.,eng,https://covers.openlibrary.org/b/id/4731714-L.jpg
From Engineering Science to Big Science ,Pamela Etter Mack,1998,"Collier Trophy, Aerospace engineering, United States, History, Airplanes",eng,https://covers.openlibrary.org/b/id/4981859-L.jpg
Research and theory in developmental psychology,Marguerite F. Levy,1983,"New York State Psychological Association., Developmental psychology., Child psychology., Psychology -- Awards.",eng,https://covers.openlibrary.org/b/id/14365653-L.jpg
Ultimate rewards,Steven Kerr,1997,"Employee motivation, Awards, Incentive awards",eng,https://covers.openlibrary.org/b/id/668136-L.jpg
Winning with promotion power,Dartnell Corporation.,1994,"Sales promotion -- United States., Marketing -- United States., Advertising -- United States., Sales promotion -- Awards -- United States.",eng,https://covers.openlibrary.org/b/id/1600123-L.jpg
"4--Edzo Bindels, Ruurd Gietema, Henk Hartzema, Arjan Klok.","Chantal van der Zijl, Stichting Rotterdam-Maaskant",2000,"Architecture -- Netherlands -- 20th century, City planning -- Netherlands -- History -- 20th century, Architecture -- Awards -- Netherlands, Rotterdam-Maaskantprijs","eng, dut",https://covers.openlibrary.org/b/id/4900218-L.jpg
The Nobel Peace Prize lecture,Al Gore,2008,"Gore, Albert, -- 1948-, Environmentalists -- United States, Nobel Prize winners -- United States, Speeches, addresses, etc, Nobel Prizes, Peace -- Awards",eng,https://covers.openlibrary.org/b/id/10564833-L.jpg
Presentation of Pan-American gold medal to Andrew Carnegie.,"Barrett, John",1911,"Carnegie, Andrew, -- 1835-1919 -- Awards., International relations., America.",eng,https://covers.openlibrary.org/b/id/8039115-L.jpg
"Design for Aging Review, Vol. 1 '02 (Design for Aging Review)",American Institute of Architects Design for Aging,"July 18, 2006","Architecture, Public, Commercial, or Industrial Buildings, Design & Drafting, History - Specific Styles, Architecture / General",eng,https://covers.openlibrary.org/b/id/2070838-L.jpg
Architecture 04: The Guide to the RIBA Awards (Architecture: The Guide to the Riba Awards),Tony Chapman,January 2005,"Architecture, Yearbooks, annuals, almanacs, Reference, United Kingdom, Great Britain, Collections, Catalogs, Exhibitions, Design & Drafting",eng,https://covers.openlibrary.org/b/id/912503-L.jpg
Literaturnobelpreis Elfriede Jelinek,Pia Janke,2005,"Jelinek, Elfriede, -- 1946- -- Awards., Jelinek, Elfriede, -- 1946- -- Interviews., Jelinek, Elfriede, -- 1946- -- Appreciation., Authors, Austrian -- 20th century -- Interviews.",ger,https://covers.openlibrary.org/b/id/5455773-L.jpg
Ninth Floor,"Jessica Dimmock, Alison Morley",November 2007,"Drug addiction & substance abuse, Individual photographers, Photographs: collections, 21st century, Photography, Photo Techniques, New York, General, Photography / General",eng,https://covers.openlibrary.org/b/id/3336993-L.jpg
Cyberarts 2002,Hannes Leopoldseder,"March 2, 2003","Computer graphics software, Graphic design, Illustration, Graphic Arts - General, Art & Art Instruction, Music, Collections, Catalogs, Exhibitions - General, Art / Digital & Video, Instruction & Study - Theory","eng, mul, ger",https://covers.openlibrary.org/b/id/2238167-L.jpg
Carolin Emcke,"Carolin Emcke, Martin Schult",2016,"Friedenspreis des Deutschen Buchhandels, Preisträger, Literaturpreis","ger, eng",https://covers.openlibrary.org/b/id/12686542-L.jpg
Erfahrungen beim Verfassen einer Sonntagsrede : Friedenspreis des Deutschen Buchhandels 1998,Martin Walser,1998,"Walser, Martin, 1927- -- Awards.",ger,https://covers.openlibrary.org/b/id/3703308-L.jpg
"Zhongguo dian ying jin ji jiang, 1981-1992",Zhongguo dian ying jia xie hui,1993,"Awards, Motion pictures, China","cmn, chi, eng",https://covers.openlibrary.org/b/id/14260175-L.jpg
Zur erinnerung an die dritte jahrhundertfeier der Grossherzoglich hessischen,Justus Liebig-Universität Giessen.,1907,"Justus Liebig-Universität Giessen -- Prizes, Justus Liebig-Universität Giessen -- Doctor's degrees",ger,https://covers.openlibrary.org/b/id/7042783-L.jpg
The Nobel Scientists,"Kurian, George Thomas.",October 2002,"Biography & Autobiography, Encyclopaedias & Reference Works, History of science, Scientists - General, History, Biography / Autobiography, Scientists, Biography/Autobiography, Science, Nobel Prizes, Reference, Awards, Biography, Dictionaries",eng,https://covers.openlibrary.org/b/id/1924317-L.jpg
BP Portrait Award 2004 (National Portrait Gallery),Blake Morrison,"August 25, 2008","Exhibition catalogues and specific collections, Painting & paintings, Portraits in art, Art, Art & Art Instruction, London, Greater London, Collections, Catalogs, Exhibitions - General, Art / General",eng,https://covers.openlibrary.org/b/id/905665-L.jpg
25 Jahre deutscher Architekturpreis,Jürgen Joedicke,1997,"Architecture -- Competitions -- Germany, Archiecture -- Awards -- Germany, Architecture -- Germany -- 20th century",ger,https://covers.openlibrary.org/b/id/2238953-L.jpg
"Premio Nacional de Ciencias y Artes, 1945-1990",Víctor Díaz Arciniega,1991,"Biography -- 20th century -- Dictionaries., Awards -- Mexico., Mexico -- Biography -- Dictionaries.",spa,https://covers.openlibrary.org/b/id/3921431-L.jpg
Turner Prize 10,Helen Little,2010,"Turner Prize, History, British Art, Awards, Art, Exhibitions, Competitions, Otolith Group",eng,https://covers.openlibrary.org/b/id/12151232-L.jpg
The third Prince of Wales Prize in Urban Design.,"Eduard F. Sekler, Alexander Von Hoffman",1993,"Maki, Fumihiko, 1928-  -- Awards., Snozzi, Luigi, 1932-  -- Awards., Prince of Wales Prize in Urban Design., Architecture -- Awards -- United States.",eng,https://covers.openlibrary.org/b/id/1677743-L.jpg
"The ESPN Baseball Encyclopedia, Fifth Edition (Espn Baseball Encyclopedia)","Gary Gillette, Peter Gammons","February 25, 2008","Baseball, Sports & Recreation, Sports, Baseball - General, SPORTS - Baseball TRD PB, Sports & Recreation / Baseball / General",eng,https://covers.openlibrary.org/b/id/2741331-L.jpg
