title,authors,publisher,publishedDate,description,categories,pageCount,language,previewLink,averageRating,ratingsCount
The London Mercury,,,1925,,English literature,706.0,en,http://books.google.de/books?id=rF3DtQvtAIwC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=164&source=gbs_api,,
The Book and News-dealer ...,,,1905,,American literature,926.0,en,http://books.google.de/books?id=4auYoirAKqYC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=165&source=gbs_api,,
New York Teachers' Monographs,,,1927,,Education,194.0,en,http://books.google.de/books?id=1hgdQpWqVJ4C&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=167&source=gbs_api,,
Teachers' Monographs,,,1926,,,364.0,en,http://books.google.de/books?id=GlDnAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=168&source=gbs_api,,
"Academy; a Weekly Review of Literature, Learning, Science and Art",,,1904,"The Poetical gazette; the official organ of the Poetry society and a review of poetical affairs, nos. 4-7 issued as supplements to the Academy, v. 79, Oct. 15, Nov. 5, Dec. 3 and 31, 1910",,690.0,en,http://books.google.de/books?id=_Fc_AQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=169&source=gbs_api,,
Academy and Literature,"Charles Edward Cutts Birch Appleton, Charles Edward Doble, James Sutherland Cotton, Charles Lewis Hind, William Teignmouth Shore, Alfred Bruce Douglas, Ellis Ashmead-Bartlett, Thomas William Hodgson Crosland",,1905,,Literature,690.0,en,http://books.google.de/books?id=R_2m6L1uSKgC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=170&source=gbs_api,,
Cat Courier,,,1922,,,388.0,en,http://books.google.de/books?id=jiVrcLCOZQ0C&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=171&source=gbs_api,,
The New International Year Book,"Frank Moore Colby, Allen Leon Churchill, Herbert Treadwell Wade, Frank H. Vizetelly",,1928,,Encyclopedias and dictionaries,912.0,en,http://books.google.de/books?id=d_2KPNsl8BUC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=172&source=gbs_api,,
The Actor's Book of Gay and Lesbian Plays,"Eric Lane, Nina Shengold",Penguin Books,1995-11,"This exciting collection of contemporary plays explores a wide range of concerns facing gay men and lesbians. Presenting 17 one-act and full-length works by a new generation of American playwrights, this groundbreaking book reflects the diversity of voices emerging in today's theater.",Drama,568.0,en,http://books.google.de/books?id=FxtaAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=173&source=gbs_api,,
Maine Library Bulletin,,,1928,,Libraries,536.0,en,http://books.google.de/books?id=7n4YAQAAIAAJ&pg=RA2-PA14&dq=award-winning+books&hl=&as_pt=BOOKS&cd=174&source=gbs_api,,
Cooperative School Bulletin,,,1930,,Education,192.0,en,http://books.google.de/books?id=4d8mAQAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=175&source=gbs_api,,
Bulletin of the National Federation of Business and Professional Women's Clubs,,,1929,,Businesswomen,604.0,en,http://books.google.de/books?id=NwGjCX0OjZcC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=176&source=gbs_api,,
The Editor,,,1929,,Authors and publishers,532.0,en,http://books.google.de/books?id=wAw-AQAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=177&source=gbs_api,,
Children's Library Yearbooks,American Library Association. Committee on Library Work with Children,,1929,,,162.0,en,http://books.google.de/books?id=PA26AAAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=178&source=gbs_api,,
"Inland Printer, American Lithographer",,,1927,,Printing,1328.0,en,http://books.google.de/books?id=YxchAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=179&source=gbs_api,,
Publishers' Circular and Booksellers' Record of British and Foreign Literature,,,1893,,Bibliography,738.0,en,http://books.google.de/books?id=McDnAAAAMAAJ&pg=PA516&dq=award-winning+books&hl=&as_pt=BOOKS&cd=180&source=gbs_api,,
The Book News Monthly,,,1916,,American literature,750.0,en,http://books.google.de/books?id=4j08AQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=201&source=gbs_api,,
"The Saturday Review of Politics, Literature, Science, Art, and Finance",,,1923,,Literary and political reviews,908.0,en,http://books.google.de/books?id=qqUtIkgQCpYC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=203&source=gbs_api,,
The Englishwoman's Year Book and Directory for the Year ...,"Louisa M. Hubbard, Emily Janes, Geraldine Edith Mitton",,1914,,Women,516.0,en,http://books.google.de/books?id=EXcyAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=204&source=gbs_api,,
Current Biography,,,1948,,Biography,784.0,en,http://books.google.de/books?id=vPMpAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=205&source=gbs_api,,
John O'London's Weekly,,,1920,,,838.0,en,http://books.google.de/books?id=UJK_Sv_XdEYC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=206&source=gbs_api,,
Printers' Ink,,,1961,,Advertising,944.0,en,http://books.google.de/books?id=7csPTUNiHhUC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=207&source=gbs_api,,
The American Penman,,,1911,,Business education,416.0,en,http://books.google.de/books?id=znCD_M6ZODwC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=208&source=gbs_api,,
Success Magazine,,,1911,,Business,754.0,en,http://books.google.de/books?id=nhU7AQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=209&source=gbs_api,,
Service Bulletin of the FREC,Federal Radio Education Committee,,1939,,,292.0,en,http://books.google.de/books?id=pLQdHzvmLI0C&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=210&source=gbs_api,,
Players Magazine,,,1928,,College and school drama,350.0,en,http://books.google.de/books?id=cr9YAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=211&source=gbs_api,,
Illinois Education,,,1923,,Education,206.0,en,http://books.google.de/books?id=4UowAQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=212&source=gbs_api,,
California. Court of Appeal (2nd Appellate District). Records and Briefs,California (State).,,,"Number of Exhibits: 11 Received document entitled: WRITS OF MANDAMUS, REQUESTS FOR STAY AND EXTENSION OF TIME REQUESTED",Law,558.0,en,http://books.google.de/books?id=Mvs-TKhcjkwC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=213&source=gbs_api,,
Fire and Water Engineering,,,1919,,Fire prevention,486.0,en,http://books.google.de/books?id=ivE9AQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=214&source=gbs_api,,
Poultry Success,,,1915,,Poultry,840.0,en,http://books.google.de/books?id=tMJJAAAAYAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=215&source=gbs_api,,
British Books,,,1923,,Bibliography,770.0,en,http://books.google.de/books?id=RlxpczterAoC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=216&source=gbs_api,,
North Carolina Education,,,1922,,Education,472.0,en,http://books.google.de/books?id=tr4B8RGFakMC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=217&source=gbs_api,,
The Pastoral Review,,,1922,,Livestock,680.0,en,http://books.google.de/books?id=3184AQAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=218&source=gbs_api,,
The Bookman,,,1926,,Book collecting,998.0,en,http://books.google.de/books?id=HzkeAQAAIAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=219&source=gbs_api,,
New York Court of Appeals. Records and Briefs.,New York (State).,,,,Law,51.0,en,http://books.google.de/books?id=-msckv7SmgAC&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=220&source=gbs_api,,
Poultry Tribune,,,1930,,Poultry,984.0,en,http://books.google.de/books?id=eBFIAAAAYAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=241&source=gbs_api,,
"The Phoenix Award of the Children's Literature Association, 1985-1989",Children's Literature Association (U.S.),Scarecrow Press,1993-05,"The Phoenix Award of the Children's Literature Association International (ChLA), begun in 1985, is given to the author of a children's book first published twenty years earlier that did not win a major award then but is deemed worthy of special recognition for its high literary quality. This volume brings together for the first time the acceptance speeches of the award-winning writers from the first five years the award was given: Rosemary Sutcliff, Robert Burch, Leon Garfield, Erik Christian Haugaard, and Helen Cresswell, with papers about the award-winning books and the honor books by Milton Meltzer and Adrienne Richard and biographies of the writers and bibliographies of their books for children.",Education,192.0,en,http://books.google.de/books?id=WN5lAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=242&source=gbs_api,,
The Robin Klein Collection,Robin Klein,,2003,"People Might Hear You When her aunt marries the forbidding Mr Tyrell, Frances is introduced to the mysterious temple, with its strange, fanatical beliefs. But as she uncovers its sinister secrets she realises she has to escape . . . Seeing Things It's no good. What with Grandma looking after the family, little Jimmy to care for, her sister's baby bellowing in the middle of the night - not to mention Yvette's creep of a boyfriend Dave - it's no wonder Miranda has started seeing things. Trouble is, it soon starts to get a bit out of hand, and it's about time they all discovered what is really going on . . . The Listmaker Sarah Radcliffe could easily be a contender for the least-popular-girl-in-the-school award. But all that's about to change when the glamorous Piriel Starr becomes her stepmother.",,604.0,en,http://books.google.de/books?id=VzV_PQAACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=243&source=gbs_api,,
Once Upon a Time There Was a Traveller,Hachette UK Various Authors,Piatkus,2013-10-22,"Virago Press and the Asham Award, the foremost prize for stories by women, present a collection of tales to send you to places you've never been before . . . Here are tales of people who travel far and those who stay at home and dream; of strange things in suitcases; of roads that should not have been taken; of exotic cities and shabby towns. Some are running away, and some are travelling to come home. With new stories from well-known writers, including Helen Dunmore, and an Angela Carter fable, this is a book to tuck in your backpack, your valise or to enjoy, deep in your armchair, for no one can fail to be hooked by those beguiling words: once upon a time there was a traveller . . .",Fiction,0.0,en,http://books.google.de/books?id=iiy2lwEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=244&source=gbs_api,,
Laurence Yep,Kristen Rajczak Nelson,"Enslow Publishing, LLC",2016-07-15,"Growing up as a Chinese American in California, Laurence Yep felt trapped between two worlds, belonging to neither one. It was this feeling of being an outsider that caused him to lose himself in books and eventually become the writer of two Newbery Honor books himself. Readers will be inspired by this simply-told biography of the author of Dragonwings and Dragons Gate. A Words to Know section prepares readers for any unfamiliar vocabulary they may find in the text, and personal photographs and direct quotations from Yep paint a colorful picture of this important author.",Juvenile Nonfiction,26.0,en,http://books.google.de/books?id=AApiDwAAQBAJ&printsec=frontcover&dq=award-winning+books&hl=&as_pt=BOOKS&cd=245&source=gbs_api,,
The Art of the Award Winning Photo,Phil Davson,,2025-11-18,,Fiction,0.0,en,http://books.google.de/books?id=2hS20QEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=246&source=gbs_api,,
Lean Fall Stand,Jon Mcgregor,Catapult,2021-09-21,"A thrilling and propulsive novel of an Antarctica expedition gone wrong and its far-reaching consequences for the explorers and their families ""leaves the reader moved and subtly changed, as if she had become part of the story"" (Hilary Mantel). Remember the training: find shelter or make shelter, remain in place, establish contact with other members of the party, keep moving, keep calm. Robert 'Doc' Wright, a veteran of Antarctic surveying, was there on the ice when the worst happened. He holds within him the complete story of that night—but depleted by the disaster, Wright is no longer able to communicate the truth. Instead, in the wake of the catastrophic expedition, he faces the most daunting adventure of his life: learning a whole new way to be in the world. Meanwhile Anna, his wife, must suddenly scramble to navigate the sharp and unexpected contours of life as a caregiver. From the Booker Prize-longlisted, American Academy of Arts & Letters Award-winning author of Reservoir 13, this is a novel every bit as mesmerizing as its setting. Tenderly unraveling different notions of heroism through the rippling effects of one extraordinary expedition on an ordinary family, Lean Fall Stand explores the indomitable human impulse to turn our experiences into stories—even when the words may fail us.",Fiction,289.0,en,http://books.google.de/books?id=VMIXEAAAQBAJ&printsec=frontcover&dq=award-winning+books&hl=&as_pt=BOOKS&cd=247&source=gbs_api,,
Academy Award Winners' Movie Posters,Bruce Hershenson,,1995,,Academy Awards (Motion pictures),0.0,en,http://books.google.de/books?id=Z8MKAAAACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=248&source=gbs_api,,
Movie Posters,"Diana Difranco Everett, Morris Everett",Schiffer Publishing,2002,"A history illustrated of the Academy Awards with over 850 movie posters. It is a visual feast that provides an image from almost every winning picture in every category. Information about every winner makes this a beautiful and valuable source for research and the posters recall each movie's history and recapture in its magic. For collectors of movie memorabilia and posters, this is a great treasure trove and the price guide makes the book a necessary tool for building one's collection.",Performing Arts,0.0,en,http://books.google.de/books?id=YtuYPQAACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=249&source=gbs_api,,
